
0070,05,20,42,52,62,14,18,33,60,67,11,28,0,48,71,02,24,43,57,68,03,17,39,59,70
0071,01,25,31,59,74,10,30,39,49,64,14,22,0,60,66,07,20,34,50,62,15,28,32,53,75
0072,09,23,32,49,69,11,28,36,46,71,14,30,0,53,75,12,26,44,56,65,10,16,40,58,73
0073,11,26,39,46,70,14,30,40,53,69,09,22,0,51,65,15,21,45,47,66,04,16,41,54,67
0074,08,20,31,46,66,05,28,35,55,63,04,29,0,57,61,14,18,43,52,72,02,16,44,59,62
0075,06,24,33,59,61,13,18,41,57,62,01,22,0,52,69,03,23,35,55,70,05,16,40,47,73
0076,08,25,40,46,73,07,26,39,49,71,14,17,0,54,67,11,27,44,52,64,02,22,36,56,72
0077,12,29,39,56,73,07,30,35,47,63,04,25,0,57,71,10,20,32,58,68,11,16,44,48,74
0078,02,26,38,50,71,11,18,34,52,63,01,25,0,54,75,08,19,37,58,70,07,29,42,60,66
0079,14,16,34,60,74,02,28,40,51,66,05,18,0,56,63,13,23,44,48,65,12,29,43,57,73
0080,09,29,36,54,69,01,22,35,55,75,12,16,0,50,61,06,26,41,49,66,07,17,42,47,68
0081,11,20,33,46,69,15,26,45,50,75,01,22,0,60,72,14,28,44,55,62,05,30,32,51,68
0082,01,23,34,49,71,11,16,37,58,63,08,27,0,46,68,14,25,33,53,74,10,24,31,55,66
0083,07,21,44,59,71,06,24,40,58,74,03,27,0,57,64,04,19,45,46,65,02,23,39,51,68
0084,03,25,35,46,71,10,27,44,47,75,01,29,0,52,67,05,17,43,49,70,06,20,38,60,69
0085,10,23,42,56,63,07,16,39,58,67,15,24,0,60,73,06,30,33,50,75,02,28,45,59,74
0086,03,21,34,47,70,11,25,33,51,61,13,23,0,49,73,01,29,39,46,74,14,20,31,50,68
0087,03,22,43,47,66,09,23,34,48,62,04,30,0,55,75,13,21,36,50,70,10,26,38,52,71
0088,11,22,35,60,61,13,26,34,51,73,06,30,0,54,66,12,20,31,47,70,01,21,36,53,67
0089,08,16,33,55,67,02,30,37,58,70,13,20,0,47,63,05,27,32,57,69,14,21,43,60,62
0090,13,28,36,56,62,10,18,41,59,69,14,19,0,46,65,01,17,40,60,72,11,16,44,52,64
0091,15,25,36,57,67,07,24,43,46,73,10,17,0,58,61,14,29,44,50,69,08,20,37,48,62
0092,14,23,43,50,64,08,22,42,46,66,03,25,0,60,74,15,24,36,56,75,01,28,34,54,71
0093,14,20,38,51,74,07,19,37,47,63,03,17,0,49,64,11,21,45,57,69,09,26,31,59,73
0094,13,29,41,56,75,02,25,34,53,74,06,18,0,58,67,04,20,32,48,64,03,16,35,49,68
0095,11,26,43,60,68,14,27,40,50,75,03,21,0,55,65,12,30,34,56,72,05,24,39,52,71
0096,11,30,32,46,74,01,23,33,53,71,15,22,0,48,73,13,26,40,49,70,05,29,42,60,63
0097,12,19,31,48,62,07,16,32,50,71,11,17,0,53,73,13,29,34,59,70,06,22,33,46,69
0098,09,25,39,52,61,11,16,38,50,74,12,19,0,58,72,01,23,36,54,62,05,29,34,60,68
0099,08,19,40,55,62,05,30,42,54,71,07,21,0,59,74,11,27,38,47,67,04,17,41,57,61
0100,14,26,33,53,73,15,24,43,51,61,07,27,0,60,75,02,22,34,55,71,10,20,39,59,72
0101,03,18,42,49,70,04,29,32,46,66,05,20,0,54,63,06,17,35,53,64,02,19,34,51,74
0102,12,28,42,53,71,10,26,45,48,65,13,22,0,50,68,09,19,44,55,75,01,16,37,56,63
0103,07,22,32,50,66,06,25,44,57,63,05,30,0,51,64,01,24,37,54,72,09,21,31,47,71
0104,14,26,39,60,61,03,17,35,56,75,07,24,0,57,64,01,27,44,48,62,05,20,38,59,73
0105,02,19,43,56,69,13,16,33,54,72,07,23,0,52,71,14,20,39,48,74,15,22,40,59,70
0106,12,30,31,53,70,06,29,41,54,66,13,21,0,57,72,10,18,32,51,65,05,28,35,58,71
0107,12,19,42,49,62,07,24,43,58,67,15,21,0,46,68,04,29,45,55,75,08,23,36,50,65
0108,12,22,34,57,68,11,19,33,46,71,06,20,0,58,72,03,30,45,59,66,08,27,32,54,62
0109,02,21,41,49,66,11,22,37,56,70,10,20,0,52,69,15,24,40,53,61,03,18,33,58,65
0110,08,21,43,52,70,12,28,36,49,73,15,19,0,48,71,14,18,34,55,66,09,26,45,50,64
0111,10,22,43,57,73,02,19,44,59,64,05,17,0,47,75,15,29,32,52,67,13,27,31,60,68
0112,03,24,45,54,64,04,16,36,49,70,07,20,0,60,69,15,23,44,55,65,06,17,38,48,62
0113,01,30,42,47,67,06,25,43,55,63,14,26,0,53,64,09,24,32,50,69,15,20,38,51,72
0114,01,27,39,55,74,04,22,38,60,67,11,28,0,46,68,09,29,34,54,66,05,26,35,52,72
0115,08,24,34,48,74,09,29,36,50,71,13,30,0,55,70,03,23,33,52,61,15,28,35,51,64
0116,14,27,37,52,68,03,19,43,56,66,08,18,0,50,69,01,17,31,49,72,09,23,32,60,64
0117,10,19,39,54,65,08,30,44,58,67,07,29,0,59,61,03,20,41,57,73,04,22,37,49,62
0118,05,19,42,49,66,10,27,37,54,68,13,25,0,51,63,08,30,45,59,64,06,29,41,58,61
0119,09,16,41,50,71,11,19,32,53,65,10,25,0,51,69,14,24,31,47,70,08,18,43,58,75
0120,11,27,42,48,72,03,25,41,47,73,01,26,0,54,69,02,21,38,46,64,12,22,40,59,70
0121,08,19,42,52,70,09,17,45,55,66,10,16,0,47,75,01,28,33,58,73,04,24,32,50,68
0122,10,21,43,47,71,01,19,31,53,62,07,20,0,57,75,13,18,35,55,61,11,25,39,51,66
0123,09,22,43,48,63,12,29,45,47,64,15,27,0,56,62,03,28,35,52,69,06,18,41,59,72
0124,06,27,39,53,69,05,16,41,54,71,08,24,0,51,64,04,30,45,52,70,03,29,42,58,73
0125,12,28,40,48,65,10,26,37,46,61,11,19,0,49,68,15,29,34,59,74,06,16,36,52,75
0126,10,23,44,54,67,02,30,38,58,62,09,21,0,60,72,14,18,32,47,63,03,25,40,55,74
0127,04,28,38,50,72,14,19,34,47,67,06,18,0,49,65,08,26,42,57,66,15,25,43,60,75
0128,02,28,37,58,67,04,23,35,46,65,07,24,0,55,74,14,22,41,50,69,15,17,36,47,75
0129,14,18,33,54,68,07,21,45,56,67,01,30,0,47,64,15,28,31,57,66,11,16,44,49,62
0130,08,27,41,46,70,10,29,42,53,72,03,18,0,57,63,04,16,45,48,73,06,28,40,52,68
0131,09,26,39,58,74,06,20,31,56,71,05,22,0,50,70,11,28,32,46,69,01,25,43,59,68
0132,12,22,43,55,75,13,26,33,52,61,02,24,0,59,71,03,25,42,56,64,01,17,36,51,70
0133,06,28,45,52,73,04,21,41,53,62,02,23,0,49,71,07,19,35,47,70,10,22,32,51,63
0134,14,26,32,56,71,11,30,40,46,68,02,20,0,50,70,08,18,38,57,72,07,24,39,59,65
0135,09,25,38,58,66,01,20,31,53,70,04,22,0,52,62,06,29,43,56,69,13,24,36,55,64
0136,08,18,32,59,67,09,20,45,60,63,11,21,0,58,75,05,17,34,50,68,12,26,37,47,62
0137,11,18,44,46,65,03,28,42,54,69,15,25,0,47,74,14,29,31,59,61,08,19,37,56,70
0138,02,21,45,54,74,04,27,33,55,69,06,30,0,48,62,01,16,43,56,64,10,17,37,60,72
0139,05,29,35,50,65,07,19,43,49,62,10,30,0,58,70,13,25,38,46,75,03,16,44,53,74
0140,01,28,37,48,71,15,27,43,46,63,14,16,0,57,67,08,25,36,54,69,09,19,45,56,62
0141,07,20,39,60,73,06,18,37,49,71,01,26,0,55,70,08,29,41,57,68,11,22,44,52,69
0142,03,27,36,49,66,13,17,40,55,74,07,18,0,56,61,09,19,42,60,64,10,29,32,58,65
0143,10,23,39,48,70,02,24,36,57,72,04,26,0,59,64,11,21,44,52,75,09,17,35,53,68
0144,05,24,34,55,75,03,18,33,47,74,01,27,0,52,67,12,20,31,51,63,04,29,45,50,66
0145,11,18,31,58,70,02,16,33,55,63,08,21,0,59,75,03,28,43,52,73,12,27,39,57,61
0146,09,22,37,59,66,05,20,36,51,69,03,27,0,50,62,10,21,32,60,65,04,16,38,57,67
0147,08,25,31,49,67,06,16,38,57,64,10,29,0,58,72,13,23,39,59,71,11,18,45,46,75
0148,08,27,41,57,68,07,26,42,47,61,14,21,0,50,65,04,22,36,48,66,03,24,40,46,67
0149,01,24,42,56,71,05,22,45,52,67,06,18,0,48,65,15,28,37,47,66,12,19,44,54,73
0150,05,26,41,58,74,15,22,34,49,70,01,30,0,60,61,12,17,36,53,67,14,20,35,57,62
0151,13,25,36,58,62,08,27,35,51,69,02,26,0,53,68,11,28,45,59,64,04,29,44,49,74
0152,01,18,34,47,65,06,23,44,60,62,10,16,0,52,67,05,24,37,58,68,09,28,41,50,73
0153,15,29,32,52,73,05,24,37,47,63,08,27,0,56,61,07,30,38,54,70,12,26,34,46,67
0154,08,21,33,55,73,15,27,43,48,62,12,17,0,57,66,02,22,40,52,68,01,25,44,51,64
0155,13,19,33,53,74,09,29,39,57,71,02,17,0,55,63,10,16,42,46,69,06,27,32,52,72
0156,14,22,42,55,61,13,17,39,48,73,05,28,0,59,65,03,20,31,58,64,07,19,41,52,75
0157,13,18,35,46,66,03,27,42,54,63,04,24,0,58,72,05,26,41,49,62,08,25,45,56,64
0158,11,25,33,57,62,12,21,39,54,63,01,27,0,53,69,05,29,43,60,67,06,28,41,49,74
0159,14,29,32,48,69,06,16,44,56,63,07,21,0,50,74,10,17,38,49,68,01,23,31,60,72
0160,02,27,34,49,65,04,18,36,59,75,01,30,0,52,74,07,17,39,50,67,09,29,32,54,69
0161,08,27,37,58,64,10,22,36,55,63,05,29,0,52,70,14,24,43,47,73,01,19,39,53,69
0162,05,30,43,54,71,10,29,45,57,65,15,18,0,46,74,06,21,33,52,73,02,20,40,51,61
0163,15,29,31,58,61,05,23,35,50,74,14,16,0,52,67,12,18,32,48,72,04,25,34,55,69
0164,08,23,32,56,71,07,20,39,58,63,01,17,0,47,68,13,22,37,55,62,06,28,44,50,65
0165,13,26,39,50,64,05,30,40,55,62,07,19,0,54,61,06,24,43,57,71,03,29,45,60,75
0166,11,19,31,57,72,14,25,35,48,75,10,23,0,59,63,13,21,39,46,67,03,30,43,60,68
0167,03,27,36,60,71,04,26,41,53,73,15,24,0,51,65,09,16,33,58,70,07,19,42,49,61
0168,12,19,31,58,73,01,21,40,51,61,02,22,0,57,62,06,30,45,60,74,04,17,38,54,66
0169,14,27,33,54,66,04,25,39,51,65,09,16,0,60,71,03,18,40,58,73,08,28,37,46,67
0170,01,20,43,53,66,03,23,42,60,67,04,28,0,50,72,02,24,36,51,63,09,26,38,46,70
0171,13,27,39,49,69,05,22,40,56,75,10,28,0,59,65,04,25,35,55,62,12,29,44,58,73
0172,08,26,34,51,63,05,16,43,54,61,11,21,0,47,74,14,20,41,57,64,01,22,33,52,65
0173,04,26,45,52,73,03,23,31,48,62,09,19,0,50,61,01,17,39,57,68,06,16,32,47,70
0174,07,29,35,50,67,15,18,44,48,71,11,23,0,53,72,06,30,33,46,73,12,21,43,51,69
0175,03,30,45,52,67,07,25,44,58,71,04,22,0,50,70,12,18,43,46,74,10,24,31,55,72
0176,12,17,34,54,64,10,29,33,58,68,11,21,0,52,72,07,16,32,49,63,04,18,42,51,71
0177,07,22,38,48,74,13,20,39,55,62,09,19,0,52,73,04,27,32,49,61,14,18,33,53,66
0178,06,29,45,60,63,02,26,39,49,67,14,23,0,58,65,07,17,37,56,68,01,18,40,52,70
0179,03,19,41,54,69,02,25,34,56,62,14,30,0,57,67,15,24,38,46,70,09,16,42,59,61
0180,08,20,35,47,72,12,21,41,56,62,05,28,0,53,68,02,16,36,57,66,03,26,40,55,75
0181,10,24,40,58,71,06,30,45,52,61,11,21,0,60,74,15,25,44,57,67,04,26,33,54,73
0182,11,26,44,59,75,13,16,31,50,64,08,29,0,60,67,06,25,37,55,62,05,27,42,51,66
0183,13,28,43,55,75,04,19,39,60,64,15,20,0,56,73,06,24,38,46,72,12,21,45,51,71
0184,14,18,34,59,70,09,23,38,47,63,01,16,0,54,73,15,22,32,49,64,06,17,40,52,69
0185,03,26,31,52,65,02,23,43,48,72,01,21,0,54,66,14,20,39,53,71,06,17,41,59,68
0186,07,18,35,56,69,06,30,45,55,75,01,29,0,58,62,10,17,36,49,61,08,28,42,50,66
0187,03,26,43,57,71,02,18,42,51,66,11,30,0,46,67,13,21,33,58,75,15,16,40,59,63
0188,04,18,42,47,75,08,30,34,57,61,07,22,0,54,73,11,27,39,53,70,06,20,43,50,64
0189,05,22,44,46,65,07,20,43,58,69,01,29,0,55,75,08,28,32,56,72,14,21,41,51,67
0190,01,25,35,54,73,04,28,41,53,70,14,18,0,48,71,13,23,31,49,74,09,29,37,47,69
0191,06,20,34,59,63,08,16,45,52,62,13,30,0,50,71,09,24,38,48,68,01,25,31,60,70
0192,12,16,43,47,65,10,19,40,46,63,05,18,0,49,70,14,17,35,59,62,15,26,36,56,74
0193,06,30,44,51,63,14,29,31,60,69,04,25,0,56,74,15,18,38,47,73,05,20,32,49,72
0194,12,20,39,48,61,15,17,42,46,66,10,23,0,56,70,11,27,35,52,68,08,30,40,60,75
0195,05,23,38,55,70,07,25,35,46,75,13,20,0,59,68,12,29,37,57,64,08,28,34,48,74
0196,01,27,32,50,64,07,30,43,58,72,02,21,0,54,71,03,25,42,49,70,08,28,45,56,66
0197,04,19,45,49,70,10,17,33,58,71,09,24,0,57,61,05,22,31,53,75,11,16,41,55,67
0198,07,26,36,57,65,13,24,38,59,62,04,30,0,46,67,15,27,42,47,61,02,20,34,53,69
0199,14,20,34,53,62,06,29,37,60,74,12,21,0,51,71,10,30,45,55,61,01,27,36,54,67
0200,15,28,43,49,66,06,21,35,50,68,05,25,0,47,70,08,18,32,53,72,01,16,44,52,62
0201,05,30,34,60,63,04,17,36,48,75,14,22,0,55,68,12,24,33,54,73,13,27,41,52,67
0202,04,23,37,52,65,03,16,40,58,62,11,17,0,57,61,09,24,35,55,73,10,30,38,53,74
0203,07,26,35,48,71,01,30,32,57,69,15,21,0,53,66,02,20,39,58,65,05,19,45,55,68
0204,12,23,36,55,70,14,28,42,50,62,07,26,0,46,64,05,24,35,56,71,02,29,31,59,66
0205,15,16,40,46,68,08,27,36,56,73,04,19,0,59,71,05,24,31,51,72,09,20,39,57,61
0206,07,20,33,51,71,14,22,44,58,69,15,21,0,54,73,04,18,39,47,70,08,26,42,59,75
0207,12,24,41,58,74,04,27,39,46,72,15,22,0,50,67,02,21,43,49,62,01,23,34,53,66
0208,02,26,36,48,62,06,22,43,54,73,07,18,0,46,66,03,29,35,50,72,04,17,45,60,61
0209,05,28,37,54,74,09,24,38,59,73,11,30,0,48,66,10,25,42,56,65,13,29,35,52,64
0210,10,28,34,55,62,14,22,37,47,63,12,29,0,49,72,09,20,32,58,70,13,30,33,54,73
0211,09,23,42,50,72,06,29,31,52,65,15,20,0,57,74,02,26,38,58,64,14,28,36,48,63
0212,08,23,40,51,65,07,21,33,57,66,12,18,0,46,61,02,26,41,48,68,04,25,39,59,69
0213,08,19,32,49,72,02,28,36,46,73,13,23,0,58,70,11,16,40,59,65,01,30,41,55,71
0214,11,25,39,47,65,10,21,34,54,70,15,26,0,48,64,02,23,45,58,75,01,27,43,56,67
0215,07,17,36,57,73,03,23,45,47,72,05,22,0,53,70,09,24,35,55,74,13,21,34,52,65
0216,05,24,35,55,65,10,26,40,60,75,15,19,0,57,62,13,20,37,49,67,12,25,44,59,68
0217,04,21,35,57,73,15,20,31,59,70,09,18,0,46,67,08,27,44,48,61,02,25,42,49,62
0218,10,21,36,46,63,06,30,44,49,72,01,19,0,54,70,15,22,37,56,68,09,28,34,52,69
0219,14,25,39,49,65,07,19,43,60,64,09,17,0,55,75,04,27,31,58,62,05,20,37,59,61
0220,07,27,37,55,67,06,17,35,47,63,02,16,0,60,66,13,23,42,56,72,15,24,40,53,65
0221,11,24,44,54,61,04,27,38,51,75,06,19,0,47,71,09,26,41,46,62,08,25,32,52,69
0222,12,30,41,51,65,03,27,45,59,67,14,22,0,55,71,02,29,33,57,74,15,20,35,50,66
0223,04,29,42,46,62,10,22,40,57,61,11,26,0,55,67,06,30,41,56,65,05,24,38,49,74
0224,10,25,43,50,74,07,21,34,49,72,14,20,0,54,71,05,23,45,56,62,03,29,42,60,66
0225,05,22,36,55,73,14,16,39,59,68,08,18,0,57,71,11,30,34,58,63,01,23,32,56,69
0226,08,19,37,53,62,07,28,35,47,72,06,20,0,48,67,13,29,34,52,68,14,17,39,49,69
0227,03,27,32,55,64,04,18,38,56,65,10,30,0,60,63,09,28,40,48,73,15,20,34,57,75
0228,06,22,44,56,72,13,20,31,60,63,07,28,0,52,65,12,27,33,58,70,02,23,32,51,67
0229,09,22,41,58,63,05,28,37,53,73,11,20,0,54,68,04,16,45,55,71,03,23,43,52,75
0230,13,25,44,57,69,05,20,45,50,62,04,16,0,49,67,14,19,35,56,73,12,21,34,55,68
0231,02,22,31,58,63,03,24,40,48,71,13,30,0,54,70,05,23,42,47,74,11,28,44,52,69
0232,11,17,41,56,69,04,18,38,52,61,02,16,0,46,74,14,24,40,58,65,06,19,39,60,70
0233,08,27,36,59,72,14,21,33,58,61,15,18,0,50,68,02,26,34,56,64,09,22,42,46,69
0234,10,21,33,58,69,08,16,42,51,71,13,25,0,52,66,01,29,31,49,61,07,27,32,56,68
0235,06,27,33,48,63,05,22,32,52,61,03,24,0,58,65,10,26,34,59,68,04,23,43,47,62
0236,13,29,45,57,71,14,25,39,58,67,02,20,0,60,65,15,30,40,53,70,10,24,35,48,66
0237,09,21,39,56,63,01,27,34,59,71,08,17,0,60,70,12,18,41,58,64,13,20,31,53,75
0238,15,18,38,47,69,07,17,42,46,64,11,22,0,48,65,12,25,32,54,73,03,19,34,49,74
0239,12,30,42,59,67,04,28,45,55,74,05,23,0,52,69,10,21,40,51,61,06,27,35,46,72
0240,08,23,31,54,71,03,28,37,47,62,04,16,0,60,72,11,24,36,53,70,09,20,44,50,68
0241,10,17,34,46,67,14,16,32,49,73,06,22,0,51,71,02,25,39,58,68,01,23,31,59,75
0242,02,16,33,53,62,14,29,42,60,61,13,20,0,50,68,11,24,40,55,70,05,25,39,52,69
0243,08,20,33,46,74,13,16,36,48,64,05,22,0,49,65,01,21,35,51,68,15,18,38,57,73
0244,10,30,44,48,71,05,25,41,59,65,04,17,0,60,64,15,16,34,58,70,12,18,37,47,72
0245,10,19,43,46,71,03,16,39,55,61,13,28,0,57,66,01,27,37,51,63,15,20,41,59,65
0246,01,22,36,55,70,15,26,41,56,63,09,18,0,54,74,10,24,45,52,64,07,29,31,50,66
0247,05,23,34,49,69,13,26,40,57,66,12,19,0,56,70,06,28,43,60,67,08,22,42,52,62
0248,02,18,38,59,69,11,17,37,48,75,09,20,0,55,66,12,30,31,49,61,10,28,36,53,73
0249,15,25,43,53,62,01,30,41,52,61,04,29,0,46,73,02,27,32,47,72,12,17,35,49,69
0250,11,24,39,50,66,09,17,40,47,71,04,22,0,60,69,12,27,45,53,67,03,16,43,59,62
0251,07,25,45,51,74,05,26,35,58,70,09,20,0,52,66,11,19,33,60,71,15,22,41,48,73
0252,14,16,45,50,64,04,21,39,55,65,06,17,0,54,68,13,27,42,56,67,07,23,44,59,63
0253,11,18,33,53,68,14,27,37,58,69,09,28,0,52,73,05,26,42,47,67,07,23,39,57,70
0254,04,16,36,59,66,10,22,35,51,75,05,19,0,54,67,13,21,33,49,71,14,18,40,60,73
0255,03,25,41,56,66,02,26,37,50,63,13,27,0,49,72,07,20,34,52,61,08,28,43,48,62
0256,01,16,40,51,66,07,18,35,52,65,03,19,0,48,69,06,26,32,60,68,02,30,42,46,74
0257,13,17,32,56,67,06,28,42,54,64,05,16,0,53,73,08,27,31,50,68,07,29,44,48,63
0258,12,30,38,56,75,08,27,45,55,61,09,16,0,59,72,15,23,31,60,70,11,24,33,52,66
0259,15,21,37,47,61,14,22,41,57,68,07,30,0,58,65,01,16,31,51,64,05,19,39,52,70
0260,12,20,40,53,69,05,19,42,58,68,15,21,0,50,61,01,27,35,46,62,08,17,45,48,71
0261,03,24,31,46,72,10,18,45,59,71,01,16,0,57,66,02,22,32,54,73,09,23,40,53,75
0262,01,20,39,52,64,04,26,36,55,61,14,28,0,49,71,07,30,34,57,74,15,16,37,50,63
0263,08,18,38,56,63,13,29,40,53,62,09,23,0,60,67,11,24,33,59,71,03,26,37,51,65
0264,07,18,38,52,75,05,22,44,59,61,01,17,0,51,72,06,19,43,47,74,02,25,35,57,71
